Entity,Code,Year,CO₂ emissions per capita (per year) (tonnes per year)
Reunion,REU,1956,0.1468
Reunion,REU,1957,0.1835
Reunion,REU,1958,0.1835
Reunion,REU,1959,0.2202
Reunion,REU,1960,0.2202
Reunion,REU,1961,0.2569
Reunion,REU,1962,0.2569
Reunion,REU,1963,0.2936
Reunion,REU,1964,0.3303
Reunion,REU,1965,0.4037
Reunion,REU,1966,0.4404
Reunion,REU,1967,0.5138
Reunion,REU,1968,0.5138
Reunion,REU,1969,0.5138
Reunion,REU,1970,0.6973
Reunion,REU,1971,0.6973
Reunion,REU,1972,0.734
Reunion,REU,1973,0.8074
Reunion,REU,1974,0.8808
Reunion,REU,1975,0.9909
Reunion,REU,1976,1.2845
Reunion,REU,1977,1.3212
Reunion,REU,1978,1.4313
Reunion,REU,1979,1.835
Reunion,REU,1980,1.6148
Reunion,REU,1981,1.5047
Reunion,REU,1982,1.6515
Reunion,REU,1983,1.6882
Reunion,REU,1984,1.835
Reunion,REU,1985,1.7616
Reunion,REU,1986,1.9084
Reunion,REU,1987,2.0185
Reunion,REU,1988,2.2754
Reunion,REU,1989,2.3121
Reunion,REU,1990,1.7983
Reunion,REU,1991,2.202
Reunion,REU,1992,2.4222
Reunion,REU,1993,2.202
Reunion,REU,1994,2.4589
Reunion,REU,1995,2.6057
Reunion,REU,1996,2.8259
Reunion,REU,1997,3.1929
Reunion,REU,1998,3.5232
Reunion,REU,1999,3.5232
Reunion,REU,2000,3.8902
Reunion,REU,2001,4.037
Reunion,REU,2002,3.9636
Reunion,REU,2003,3.8535
Reunion,REU,2004,3.8535
Reunion,REU,2005,4.3306
Reunion,REU,2006,4.5141
Reunion,REU,2007,4.771
Reunion,REU,2008,4.8077
Reunion,REU,2009,4.9912
Reunion,REU,2010,5.0279
Reunion,REU,2011,5.1013
Reunion,REU,2012,5.0279
Reunion,REU,2013,4.8444
Reunion,REU,2014,4.8811
Romania,ROU,1950,1.1744
Romania,ROU,1951,1.3579
Romania,ROU,1952,1.5781
Romania,ROU,1953,1.7983
Romania,ROU,1954,1.9451
Romania,ROU,1955,2.0919
Romania,ROU,1956,2.3121
Romania,ROU,1957,2.569
Romania,ROU,1958,2.7525
Romania,ROU,1959,2.7892
Romania,ROU,1960,2.8993
Romania,ROU,1961,3.0094
Romania,ROU,1962,3.4131
Romania,ROU,1963,3.7067
Romania,ROU,1964,3.8168
Romania,ROU,1965,4.1471
Romania,ROU,1966,4.3673
Romania,ROU,1967,4.7343
Romania,ROU,1968,5.0646
Romania,ROU,1969,5.5784
Romania,ROU,1970,5.9454
Romania,ROU,1971,6.1656
Romania,ROU,1972,6.4225
Romania,ROU,1973,6.9363
Romania,ROU,1974,7.1932
Romania,ROU,1975,7.6336
Romania,ROU,1976,8.1474
Romania,ROU,1977,8.2575
Romania,ROU,1978,8.8814
Romania,ROU,1979,8.9181
Romania,ROU,1980,8.8814
Romania,ROU,1981,8.8814
Romania,ROU,1982,8.7346
Romania,ROU,1983,8.9181
Romania,ROU,1984,8.3676
Romania,ROU,1985,8.5511
Romania,ROU,1986,8.8447
Romania,ROU,1987,9.2484
Romania,ROU,1988,9.2117
Romania,ROU,1989,9.2484
Romania,ROU,1990,7.5235
Romania,ROU,1991,6.0555
Romania,ROU,1992,5.5784
Romania,ROU,1993,5.4683
Romania,ROU,1994,5.2114
Romania,ROU,1995,5.5784
Romania,ROU,1996,5.5784
Romania,ROU,1997,5.0279
Romania,ROU,1998,4.4774
Romania,ROU,1999,4.037
Romania,ROU,2000,4.0737
Romania,ROU,2001,4.3673
Romania,ROU,2002,4.404
Romania,ROU,2003,4.6242
Romania,ROU,2004,4.4407
Romania,ROU,2005,4.4407
Romania,ROU,2006,4.771
Romania,ROU,2007,4.6609
Romania,ROU,2008,4.404
Romania,ROU,2009,3.9636
Romania,ROU,2010,3.9269
Romania,ROU,2011,4.2205
Romania,ROU,2012,4.1104
Romania,ROU,2013,3.5966
Romania,ROU,2014,3.5599
Russia,RUS,1992,13.9827
Russia,RUS,1993,13.0285
Russia,RUS,1994,11.4137
Russia,RUS,1995,10.9733
Russia,RUS,1996,10.8632
Russia,RUS,1997,10.3127
Russia,RUS,1998,10.1292
Russia,RUS,1999,10.3861
Russia,RUS,2000,10.6063
Russia,RUS,2001,10.6797
Russia,RUS,2002,10.7164
Russia,RUS,2003,11.0834
Russia,RUS,2004,11.1201
Russia,RUS,2005,11.2302
Russia,RUS,2006,11.6339
Russia,RUS,2007,11.5972
Russia,RUS,2008,11.9642
Russia,RUS,2009,11.01
Russia,RUS,2010,11.6706
Russia,RUS,2011,12.3312
Russia,RUS,2012,12.7716
Russia,RUS,2013,12.4046
Russia,RUS,2014,11.8908
Rwanda,RWA,1962,0.0367
Rwanda,RWA,1963,0.0367
Rwanda,RWA,1975,0.0367
Rwanda,RWA,1976,0.0734
Rwanda,RWA,1977,0.0734
Rwanda,RWA,1978,0.0734
Rwanda,RWA,1979,0.0734
Rwanda,RWA,1980,0.1101
Rwanda,RWA,1981,0.1101
Rwanda,RWA,1982,0.1101
Rwanda,RWA,1983,0.1101
Rwanda,RWA,1984,0.1101
Rwanda,RWA,1985,0.1101
Rwanda,RWA,1986,0.1101
Rwanda,RWA,1987,0.1101
Rwanda,RWA,1988,0.1101
Rwanda,RWA,1989,0.1101
Rwanda,RWA,1990,0.0734
Rwanda,RWA,1991,0.0734
Rwanda,RWA,1992,0.0734
Rwanda,RWA,1993,0.0734
Rwanda,RWA,1994,0.0734
Rwanda,RWA,1995,0.0734
Rwanda,RWA,1996,0.0734
Rwanda,RWA,1997,0.0734
Rwanda,RWA,1998,0.0734
Rwanda,RWA,1999,0.0734
Rwanda,RWA,2000,0.0734
Rwanda,RWA,2001,0.0734
Rwanda,RWA,2002,0.0734
Rwanda,RWA,2003,0.0734
Rwanda,RWA,2004,0.0734
Rwanda,RWA,2005,0.0734
Rwanda,RWA,2006,0.0734
Rwanda,RWA,2007,0.0734
Rwanda,RWA,2008,0.0367
Rwanda,RWA,2009,0.0734
Rwanda,RWA,2010,0.0734
Rwanda,RWA,2011,0.0734
Rwanda,RWA,2012,0.0734
Rwanda,RWA,2013,0.0734
Rwanda,RWA,2014,0.0734
Saint Helena,SHN,1968,0.6239
Saint Helena,SHN,1981,1.1377
Saint Helena,SHN,1982,0.5505
Saint Helena,SHN,1983,0.5505
Saint Helena,SHN,1984,0.5505
Saint Helena,SHN,1985,0.5505
Saint Helena,SHN,1986,0.5505
Saint Helena,SHN,1987,0.5505
Saint Helena,SHN,1988,1.101
Saint Helena,SHN,1989,1.101
Saint Helena,SHN,1990,1.101
Saint Helena,SHN,1991,1.1377
Saint Helena,SHN,1992,1.1377
Saint Helena,SHN,1993,1.7249
Saint Helena,SHN,1994,1.7249
Saint Helena,SHN,1995,1.7616
Saint Helena,SHN,1996,1.7616
Saint Helena,SHN,1997,2.3855
Saint Helena,SHN,1998,2.3855
Saint Helena,SHN,1999,2.3855
Saint Helena,SHN,2000,2.4222
Saint Helena,SHN,2001,2.4589
Saint Helena,SHN,2002,2.4956
Saint Helena,SHN,2003,2.569
Saint Helena,SHN,2004,1.9451
Saint Helena,SHN,2005,2.0185
Saint Helena,SHN,2006,2.0552
Saint Helena,SHN,2007,2.7525
Saint Helena,SHN,2008,2.7892
Saint Helena,SHN,2009,2.202
Saint Helena,SHN,2010,2.936
Saint Helena,SHN,2011,2.9727
Saint Helena,SHN,2012,3.0094
Saint Helena,SHN,2013,3.0461
Saint Helena,SHN,2014,3.0828
Saint Lucia,LCA,1950,0.0367
Saint Lucia,LCA,1951,0.1101
Saint Lucia,LCA,1952,0.0734
Saint Lucia,LCA,1953,0.1101
Saint Lucia,LCA,1954,0.0734
Saint Lucia,LCA,1955,0.1101
Saint Lucia,LCA,1956,0.1101
Saint Lucia,LCA,1957,0.1468
Saint Lucia,LCA,1958,0.1468
Saint Lucia,LCA,1959,0.1468
Saint Lucia,LCA,1960,0.1835
Saint Lucia,LCA,1961,0.2202
Saint Lucia,LCA,1962,0.1835
Saint Lucia,LCA,1963,0.2202
Saint Lucia,LCA,1964,0.2202
Saint Lucia,LCA,1965,0.2569
Saint Lucia,LCA,1966,0.3303
Saint Lucia,LCA,1967,0.3303
Saint Lucia,LCA,1968,0.367
Saint Lucia,LCA,1969,0.5872
Saint Lucia,LCA,1970,0.6606
Saint Lucia,LCA,1971,0.6606
Saint Lucia,LCA,1972,0.734
Saint Lucia,LCA,1973,0.734
Saint Lucia,LCA,1974,0.6973
Saint Lucia,LCA,1975,0.6973
Saint Lucia,LCA,1976,0.734
Saint Lucia,LCA,1977,0.6239
Saint Lucia,LCA,1978,0.8441
Saint Lucia,LCA,1979,1.2845
Saint Lucia,LCA,1980,0.9542
Saint Lucia,LCA,1981,0.8074
Saint Lucia,LCA,1982,0.9542
Saint Lucia,LCA,1983,0.8441
Saint Lucia,LCA,1984,0.9175
Saint Lucia,LCA,1985,1.0276
Saint Lucia,LCA,1986,1.0276
Saint Lucia,LCA,1987,1.1377
Saint Lucia,LCA,1988,1.2478
Saint Lucia,LCA,1989,1.2111
Saint Lucia,LCA,1990,1.1744
Saint Lucia,LCA,1991,1.2111
Saint Lucia,LCA,1992,1.4313
Saint Lucia,LCA,1993,1.5781
Saint Lucia,LCA,1994,1.7983
Saint Lucia,LCA,1995,2.0919
Saint Lucia,LCA,1996,2.202
Saint Lucia,LCA,1997,2.0185
Saint Lucia,LCA,1998,2.0185
Saint Lucia,LCA,1999,2.0552
Saint Lucia,LCA,2000,2.1286
Saint Lucia,LCA,2001,2.2754
Saint Lucia,LCA,2002,2.0185
Saint Lucia,LCA,2003,2.202
Saint Lucia,LCA,2004,2.1653
Saint Lucia,LCA,2005,2.2387
Saint Lucia,LCA,2006,2.202
Saint Lucia,LCA,2007,2.2754
Saint Lucia,LCA,2008,2.3121
Saint Lucia,LCA,2009,2.202
Saint Lucia,LCA,2010,2.2754
Saint Lucia,LCA,2011,2.2754
Saint Lucia,LCA,2012,2.2387
Saint Lucia,LCA,2013,2.2387
Saint Lucia,LCA,2014,2.2387
Samoa,WSM,1950,0.0367
Samoa,WSM,1951,0.0367
Samoa,WSM,1952,0.0734
Samoa,WSM,1953,0.0734
Samoa,WSM,1954,0.1468
Samoa,WSM,1955,0.1468
Samoa,WSM,1956,0.1101
Samoa,WSM,1957,0.1468
Samoa,WSM,1958,0.1101
Samoa,WSM,1959,0.1468
Samoa,WSM,1960,0.1468
Samoa,WSM,1961,0.1468
Samoa,WSM,1962,0.1468
Samoa,WSM,1963,0.1835
Samoa,WSM,1964,0.1835
Samoa,WSM,1965,0.2202
Samoa,WSM,1966,0.1835
Samoa,WSM,1967,0.1835
Samoa,WSM,1968,0.2202
Samoa,WSM,1969,0.1835
Samoa,WSM,1970,0.2202
Samoa,WSM,1971,0.2569
Samoa,WSM,1972,0.2569
Samoa,WSM,1973,0.2569
Samoa,WSM,1974,0.2202
Samoa,WSM,1975,0.4037
Samoa,WSM,1976,0.3303
Samoa,WSM,1977,0.5138
Samoa,WSM,1978,0.6973
Samoa,WSM,1979,0.6239
Samoa,WSM,1980,0.6239
Samoa,WSM,1981,0.6606
Samoa,WSM,1982,0.734
Samoa,WSM,1983,0.734
Samoa,WSM,1984,0.734
Samoa,WSM,1985,0.734
Samoa,WSM,1986,0.734
Samoa,WSM,1987,0.734
Samoa,WSM,1988,0.6973
Samoa,WSM,1989,0.734
Samoa,WSM,1990,0.6606
Samoa,WSM,1991,0.6606
Samoa,WSM,1992,0.6606
Samoa,WSM,1993,0.6606
Samoa,WSM,1994,0.6973
Samoa,WSM,1995,0.6973
Samoa,WSM,1996,0.734
Samoa,WSM,1997,0.734
Samoa,WSM,1998,0.7707
Samoa,WSM,1999,0.7707
Samoa,WSM,2000,0.8074
Samoa,WSM,2001,0.8441
Samoa,WSM,2002,0.8441
Samoa,WSM,2003,0.8441
Samoa,WSM,2004,0.8441
Samoa,WSM,2005,0.8808
Samoa,WSM,2006,0.9175
Samoa,WSM,2007,0.9542
Samoa,WSM,2008,0.9909
Samoa,WSM,2009,1.0276
Samoa,WSM,2010,0.9909
Samoa,WSM,2011,1.0643
Samoa,WSM,2012,1.0276
Samoa,WSM,2013,1.0276
Samoa,WSM,2014,1.0276
Sao Tome and Principe,STP,1951,0.0367
Sao Tome and Principe,STP,1952,0.0367
Sao Tome and Principe,STP,1953,0.0367
Sao Tome and Principe,STP,1954,0.0367
Sao Tome and Principe,STP,1955,0.0367
Sao Tome and Principe,STP,1956,0.1101
Sao Tome and Principe,STP,1957,0.1468
Sao Tome and Principe,STP,1958,0.1101
Sao Tome and Principe,STP,1959,0.1101
Sao Tome and Principe,STP,1960,0.1468
Sao Tome and Principe,STP,1961,0.1835
Sao Tome and Principe,STP,1962,0.1468
Sao Tome and Principe,STP,1963,0.1101
Sao Tome and Principe,STP,1964,0.1468
Sao Tome and Principe,STP,1965,0.1468
Sao Tome and Principe,STP,1966,0.1468
Sao Tome and Principe,STP,1967,0.1835
Sao Tome and Principe,STP,1968,0.2202
Sao Tome and Principe,STP,1969,0.2202
Sao Tome and Principe,STP,1970,0.2202
Sao Tome and Principe,STP,1971,0.1101
Sao Tome and Principe,STP,1972,0.1468
Sao Tome and Principe,STP,1973,0.1835
Sao Tome and Principe,STP,1974,0.2202
Sao Tome and Principe,STP,1975,0.2202
Sao Tome and Principe,STP,1976,0.3303
Sao Tome and Principe,STP,1977,0.3303
Sao Tome and Principe,STP,1978,0.367
Sao Tome and Principe,STP,1979,0.367
Sao Tome and Principe,STP,1980,0.4037
Sao Tome and Principe,STP,1981,0.4404
Sao Tome and Principe,STP,1982,0.4771
Sao Tome and Principe,STP,1983,0.5505
Sao Tome and Principe,STP,1984,0.5138
Sao Tome and Principe,STP,1985,0.5505
Sao Tome and Principe,STP,1986,0.4771
Sao Tome and Principe,STP,1987,0.4771
Sao Tome and Principe,STP,1988,0.4404
Sao Tome and Principe,STP,1989,0.4404
Sao Tome and Principe,STP,1990,0.4037
Sao Tome and Principe,STP,1991,0.4037
Sao Tome and Principe,STP,1992,0.367
Sao Tome and Principe,STP,1993,0.367
Sao Tome and Principe,STP,1994,0.367
Sao Tome and Principe,STP,1995,0.367
Sao Tome and Principe,STP,1996,0.367
Sao Tome and Principe,STP,1997,0.3303
Sao Tome and Principe,STP,1998,0.367
Sao Tome and Principe,STP,1999,0.367
Sao Tome and Principe,STP,2000,0.367
Sao Tome and Principe,STP,2001,0.367
Sao Tome and Principe,STP,2002,0.4037
Sao Tome and Principe,STP,2003,0.4404
Sao Tome and Principe,STP,2004,0.4771
Sao Tome and Principe,STP,2005,0.5138
Sao Tome and Principe,STP,2006,0.5505
Sao Tome and Principe,STP,2007,0.5138
Sao Tome and Principe,STP,2008,0.5138
Sao Tome and Principe,STP,2009,0.5505
Sao Tome and Principe,STP,2010,0.5872
Sao Tome and Principe,STP,2011,0.5872
Sao Tome and Principe,STP,2012,0.6239
Sao Tome and Principe,STP,2013,0.6239
Sao Tome and Principe,STP,2014,0.6239
Saudi Arabia,SAU,1950,1.6515
Saudi Arabia,SAU,1953,0.1468
Saudi Arabia,SAU,1954,0.367
Saudi Arabia,SAU,1955,0.5872
Saudi Arabia,SAU,1956,0.4404
Saudi Arabia,SAU,1957,0.5505
Saudi Arabia,SAU,1958,0.8808
Saudi Arabia,SAU,1959,0.4771
Saudi Arabia,SAU,1960,0.6606
Saudi Arabia,SAU,1961,0.8441
Saudi Arabia,SAU,1962,1.468
Saudi Arabia,SAU,1963,1.5414
Saudi Arabia,SAU,1964,1.5414
Saudi Arabia,SAU,1965,0.8808
Saudi Arabia,SAU,1966,1.2845
Saudi Arabia,SAU,1967,4.9545
Saudi Arabia,SAU,1968,5.4683
Saudi Arabia,SAU,1969,6.3858
Saudi Arabia,SAU,1970,7.8538
Saudi Arabia,SAU,1971,9.9457
Saudi Arabia,SAU,1972,11.1568
Saudi Arabia,SAU,1973,14.3864
Saudi Arabia,SAU,1974,14.2029
Saudi Arabia,SAU,1975,11.3403
Saudi Arabia,SAU,1976,13.1019
Saudi Arabia,SAU,1977,14.4231
Saudi Arabia,SAU,1978,13.2854
Saudi Arabia,SAU,1979,15.0103
Saudi Arabia,SAU,1980,17.2857
Saudi Arabia,SAU,1981,16.8086
Saudi Arabia,SAU,1982,14.2029
Saudi Arabia,SAU,1983,13.6157
Saudi Arabia,SAU,1984,12.4413
Saudi Arabia,SAU,1985,13.0652
Saudi Arabia,SAU,1986,14.7901
Saudi Arabia,SAU,1987,13.1753
Saudi Arabia,SAU,1988,13.4689
Saudi Arabia,SAU,1989,13.0652
Saudi Arabia,SAU,1990,11.5238
Saudi Arabia,SAU,1991,16.0746
Saudi Arabia,SAU,1992,16.6251
Saudi Arabia,SAU,1993,17.7628
Saudi Arabia,SAU,1994,17.0288
Saudi Arabia,SAU,1995,12.7349
Saudi Arabia,SAU,1996,13.7992
Saudi Arabia,SAU,1997,11.377
Saudi Arabia,SAU,1998,10.7898
Saudi Arabia,SAU,1999,11.5605
Saudi Arabia,SAU,2000,14.8268
Saudi Arabia,SAU,2001,14.3864
Saudi Arabia,SAU,2002,15.2305
Saudi Arabia,SAU,2003,14.68
Saudi Arabia,SAU,2004,17.0655
Saudi Arabia,SAU,2005,16.5517
Saudi Arabia,SAU,2006,17.4692
Saudi Arabia,SAU,2007,14.9736
Saudi Arabia,SAU,2008,16.3315
Saudi Arabia,SAU,2009,17.1389
Saudi Arabia,SAU,2010,18.4601
Saudi Arabia,SAU,2011,17.3958
Saudi Arabia,SAU,2012,19.1574
Saudi Arabia,SAU,2013,17.9463
Saudi Arabia,SAU,2014,19.4877
Senegal,SEN,1958,0.1101
Senegal,SEN,1959,0.1468
Senegal,SEN,1960,0.2569
Senegal,SEN,1961,0.2569
Senegal,SEN,1962,0.2569
Senegal,SEN,1963,0.2569
Senegal,SEN,1964,0.2569
Senegal,SEN,1965,0.4771
Senegal,SEN,1966,0.4771
Senegal,SEN,1967,0.1835
Senegal,SEN,1969,0.1101
Senegal,SEN,1970,0.3303
Senegal,SEN,1971,0.3303
Senegal,SEN,1972,0.3303
Senegal,SEN,1973,0.3303
Senegal,SEN,1974,0.4037
Senegal,SEN,1975,0.5505
Senegal,SEN,1976,0.367
Senegal,SEN,1977,0.4404
Senegal,SEN,1978,0.5138
Senegal,SEN,1979,0.5505
Senegal,SEN,1980,0.6239
Senegal,SEN,1981,0.5872
Senegal,SEN,1982,0.5505
Senegal,SEN,1983,0.4404
Senegal,SEN,1984,0.5505
Senegal,SEN,1985,0.4404
Senegal,SEN,1986,0.4037
Senegal,SEN,1987,0.367
Senegal,SEN,1988,0.4037
Senegal,SEN,1989,0.5138
Senegal,SEN,1990,0.4404
Senegal,SEN,1991,0.4771
Senegal,SEN,1992,0.4404
Senegal,SEN,1993,0.4404
Senegal,SEN,1994,0.4771
Senegal,SEN,1995,0.4037
Senegal,SEN,1996,0.4404
Senegal,SEN,1997,0.367
Senegal,SEN,1998,0.367
Senegal,SEN,1999,0.4037
Senegal,SEN,2000,0.4037
Senegal,SEN,2001,0.4404
Senegal,SEN,2002,0.4404
Senegal,SEN,2003,0.4771
Senegal,SEN,2004,0.4771
Senegal,SEN,2005,0.5505
Senegal,SEN,2006,0.4404
Senegal,SEN,2007,0.4404
Senegal,SEN,2008,0.4037
Senegal,SEN,2009,0.367
Senegal,SEN,2010,0.5872
Senegal,SEN,2011,0.6239
Senegal,SEN,2012,0.5872
Senegal,SEN,2013,0.5872
Senegal,SEN,2014,0.5872
Serbia,SRB,2006,5.505
Serbia,SRB,2007,5.3582
Serbia,SRB,2008,5.3582
Serbia,SRB,2009,5.1013
Serbia,SRB,2010,5.0646
Serbia,SRB,2011,5.4683
Serbia,SRB,2012,4.9178
Serbia,SRB,2013,5.0279
Serbia,SRB,2014,4.2572
Seychelles,SYC,1963,0.1468
Seychelles,SYC,1964,0.1468
Seychelles,SYC,1965,0.1468
Seychelles,SYC,1966,0.1468
Seychelles,SYC,1967,0.1101
Seychelles,SYC,1968,0.1101
Seychelles,SYC,1969,0.1101
Seychelles,SYC,1970,0.5872
Seychelles,SYC,1971,0.6239
Seychelles,SYC,1972,0.8074
Seychelles,SYC,1973,0.8808
Seychelles,SYC,1974,0.9909
Seychelles,SYC,1975,1.0276
Seychelles,SYC,1976,1.3579
Seychelles,SYC,1977,1.3946
Seychelles,SYC,1978,1.2478
Seychelles,SYC,1979,1.9451
Seychelles,SYC,1980,1.5047
Seychelles,SYC,1981,1.5414
Seychelles,SYC,1982,1.3212
Seychelles,SYC,1983,1.5047
Seychelles,SYC,1984,1.5047
Seychelles,SYC,1985,2.2387
Seychelles,SYC,1986,2.4589
Seychelles,SYC,1987,2.9727
Seychelles,SYC,1988,2.8626
Seychelles,SYC,1989,3.3397
Seychelles,SYC,1990,2.1286
Seychelles,SYC,1991,2.3855
Seychelles,SYC,1992,2.3855
Seychelles,SYC,1993,2.5323
Seychelles,SYC,1994,2.7525
Seychelles,SYC,1995,2.6791
Seychelles,SYC,1996,3.0828
Seychelles,SYC,1997,4.4774
Seychelles,SYC,1998,5.6151
Seychelles,SYC,1999,6.5693
Seychelles,SYC,2000,7.2666
Seychelles,SYC,2001,8.0006
Seychelles,SYC,2002,6.6794
Seychelles,SYC,2003,6.7528
Seychelles,SYC,2004,8.9181
Seychelles,SYC,2005,8.2942
Seychelles,SYC,2006,8.6979
Seychelles,SYC,2007,7.1932
Seychelles,SYC,2008,7.707
Seychelles,SYC,2009,5.6885
Seychelles,SYC,2010,4.771
Seychelles,SYC,2011,3.6333
Seychelles,SYC,2012,4.6609
Seychelles,SYC,2013,4.2205
Seychelles,SYC,2014,5.1747
Sierra Leone,SLE,1950,0.0734
Sierra Leone,SLE,1951,0.0367
Sierra Leone,SLE,1952,0.1101
Sierra Leone,SLE,1953,0.0734
Sierra Leone,SLE,1954,0.0734
Sierra Leone,SLE,1955,0.0734
Sierra Leone,SLE,1956,0.0734
Sierra Leone,SLE,1957,0.1835
Sierra Leone,SLE,1958,0.1101
Sierra Leone,SLE,1959,0.1101
Sierra Leone,SLE,1960,0.3303
Sierra Leone,SLE,1961,0.1468
Sierra Leone,SLE,1962,0.1468
Sierra Leone,SLE,1963,0.1468
Sierra Leone,SLE,1964,0.1468
Sierra Leone,SLE,1965,0.1101
Sierra Leone,SLE,1966,0.1101
Sierra Leone,SLE,1967,0.1101
Sierra Leone,SLE,1968,0.1468
Sierra Leone,SLE,1969,0.4404
Sierra Leone,SLE,1970,0.3303
Sierra Leone,SLE,1971,0.2936
Sierra Leone,SLE,1972,0.2569
Sierra Leone,SLE,1973,0.1835
Sierra Leone,SLE,1974,0.1835
Sierra Leone,SLE,1975,0.1835
Sierra Leone,SLE,1976,0.1468
Sierra Leone,SLE,1977,0.1835
Sierra Leone,SLE,1978,0.2202
Sierra Leone,SLE,1979,0.2202
Sierra Leone,SLE,1980,0.1835
Sierra Leone,SLE,1981,0.2202
Sierra Leone,SLE,1982,0.1835
Sierra Leone,SLE,1983,0.2202
Sierra Leone,SLE,1984,0.1835
Sierra Leone,SLE,1985,0.1835
Sierra Leone,SLE,1986,0.1835
Sierra Leone,SLE,1987,0.1468
Sierra Leone,SLE,1988,0.1101
Sierra Leone,SLE,1989,0.1101
Sierra Leone,SLE,1990,0.1101
Sierra Leone,SLE,1991,0.1468
Sierra Leone,SLE,1992,0.1101
Sierra Leone,SLE,1993,0.1101
Sierra Leone,SLE,1994,0.1468
Sierra Leone,SLE,1995,0.1101
Sierra Leone,SLE,1996,0.1101
Sierra Leone,SLE,1997,0.1101
Sierra Leone,SLE,1998,0.1101
Sierra Leone,SLE,1999,0.0734
Sierra Leone,SLE,2000,0.1101
Sierra Leone,SLE,2001,0.1468
Sierra Leone,SLE,2002,0.1468
Sierra Leone,SLE,2003,0.1468
Sierra Leone,SLE,2004,0.1468
Sierra Leone,SLE,2005,0.1101
Sierra Leone,SLE,2006,0.1468
Sierra Leone,SLE,2007,0.1101
Sierra Leone,SLE,2008,0.1101
Sierra Leone,SLE,2009,0.1101
Sierra Leone,SLE,2010,0.1101
Sierra Leone,SLE,2011,0.1468
Sierra Leone,SLE,2012,0.1835
Sierra Leone,SLE,2013,0.1835
Sierra Leone,SLE,2014,0.2202
Singapore,SGP,1957,1.2111
Singapore,SGP,1958,1.5414
Singapore,SGP,1959,1.1377
Singapore,SGP,1960,0.8441
Singapore,SGP,1961,1.2478
Singapore,SGP,1962,1.468
Singapore,SGP,1963,1.9084
Singapore,SGP,1964,2.0185
Singapore,SGP,1965,1.3579
Singapore,SGP,1966,0.367
Singapore,SGP,1967,1.5781
Singapore,SGP,1968,2.7158
Singapore,SGP,1969,3.5232
Singapore,SGP,1970,8.7713
Singapore,SGP,1971,7.8538
Singapore,SGP,1972,10.3494
Singapore,SGP,1973,9.6888
Singapore,SGP,1974,9.8723
Singapore,SGP,1975,10.8632
Singapore,SGP,1976,13.1019
Singapore,SGP,1977,12.2211
Singapore,SGP,1978,14.1662
Singapore,SGP,1979,15.2305
Singapore,SGP,1980,13.0285
Singapore,SGP,1981,10.8999
Singapore,SGP,1982,11.8174
Singapore,SGP,1983,13.5423
Singapore,SGP,1984,12.6248
Singapore,SGP,1985,12.3312
Singapore,SGP,1986,12.6615
Singapore,SGP,1987,11.5605
Singapore,SGP,1988,12.5514
Singapore,SGP,1989,14.2396
Singapore,SGP,1990,14.7534
Singapore,SGP,1991,14.6066
Singapore,SGP,1992,15.1938
Singapore,SGP,1993,15.5975
Singapore,SGP,1994,18.2399
Singapore,SGP,1995,12.111
Singapore,SGP,1996,13.9093
Singapore,SGP,1997,15.9278
Singapore,SGP,1998,12.9184
Singapore,SGP,1999,13.0285
Singapore,SGP,2000,12.5147
Singapore,SGP,2001,12.4413
Singapore,SGP,2002,11.7073
Singapore,SGP,2003,7.6336
Singapore,SGP,2004,6.8629
Singapore,SGP,2005,7.1198
Singapore,SGP,2006,6.973
Singapore,SGP,2007,4.2205
Singapore,SGP,2008,7.4501
Singapore,SGP,2009,11.2669
Singapore,SGP,2010,10.9733
Singapore,SGP,2011,8.7346
Singapore,SGP,2012,6.8629
Singapore,SGP,2013,10.3127
Singapore,SGP,2014,10.2393
Slovakia,SVK,1992,8.3309
Slovakia,SVK,1993,8.0373
Slovakia,SVK,1994,7.5602
Slovakia,SVK,1995,7.8538
Slovakia,SVK,1996,7.6703
Slovakia,SVK,1997,7.6336
Slovakia,SVK,1998,7.5235
Slovakia,SVK,1999,7.2666
Slovakia,SVK,2000,6.6427
Slovakia,SVK,2001,7.2666
Slovakia,SVK,2002,7.2666
Slovakia,SVK,2003,7.3033
Slovakia,SVK,2004,7.1565
Slovakia,SVK,2005,7.2666
Slovakia,SVK,2006,7.2299
Slovakia,SVK,2007,6.8262
Slovakia,SVK,2008,6.973
Slovakia,SVK,2009,6.3124
Slovakia,SVK,2010,6.7161
Slovakia,SVK,2011,6.3858
Slovakia,SVK,2012,6.0555
Slovakia,SVK,2013,6.1289
Slovakia,SVK,2014,5.6518
Slovenia,SVN,1992,6.4225
Slovenia,SVN,1993,6.7528
Slovenia,SVN,1994,6.8262
Slovenia,SVN,1995,7.34
Slovenia,SVN,1996,7.5969
Slovenia,SVN,1997,8.0373
Slovenia,SVN,1998,7.6703
Slovenia,SVN,1999,7.707
Slovenia,SVN,2000,7.2666
Slovenia,SVN,2001,7.6336
Slovenia,SVN,2002,7.7437
Slovenia,SVN,2003,7.7804
Slovenia,SVN,2004,7.8905
Slovenia,SVN,2005,7.9272
Slovenia,SVN,2006,8.1107
Slovenia,SVN,2007,8.0373
Slovenia,SVN,2008,8.5511
Slovenia,SVN,2009,7.4868
Slovenia,SVN,2010,7.4868
Slovenia,SVN,2011,7.34
Slovenia,SVN,2012,7.1565
